survived,class,sex,age,siblings/spouses,parents/children,fare,who,embark_town,alone
True,2,female,28.0,0,0,13.0,woman,Southampton,True
True,3,male,,0,0,8.1125,man,Southampton,True
True,1,male,4.0,0,2,81.8583,child,Southampton,False
True,2,female,13.0,0,1,19.5,child,Southampton,False
True,1,male,34.0,0,0,26.55,man,Southampton,True
True,3,female,5.0,2,1,19.2583,child,Cherbourg,False
True,1,male,52.0,0,0,30.5,man,Southampton,True
False,2,male,36.0,1,2,27.75,man,Southampton,False
False,3,male,,1,0,19.9667,man,Southampton,False
False,1,male,30.0,0,0,27.75,man,Cherbourg,True
True,1,male,49.0,1,0,89.1042,man,Cherbourg,False
False,3,male,,0,0,8.05,man,Southampton,True
True,3,male,29.0,0,0,7.8958,man,Cherbourg,True
False,1,male,65.0,0,0,26.55,man,Southampton,True
True,1,female,,1,0,51.8625,woman,Southampton,False
True,2,female,50.0,0,0,10.5,woman,Southampton,True
False,3,male,,0,0,7.75,man,Queenstown,True
True,1,male,48.0,0,0,26.55,man,Southampton,True
False,3,male,34.0,0,0,8.05,man,Southampton,True
False,1,male,47.0,0,0,38.5,man,Southampton,True
False,2,male,48.0,0,0,13.0,man,Southampton,True
False,3,male,,0,0,8.05,man,Southampton,True
False,3,male,38.0,0,0,7.05,man,Southampton,True
False,2,male,,0,0,0.0,man,Southampton,True
False,1,male,56.0,0,0,26.55,man,Southampton,True
False,3,male,,0,0,7.725,man,Queenstown,True
True,3,female,0.75,2,1,19.2583,child,Cherbourg,False
False,3,male,,0,0,7.25,man,Southampton,True
False,3,male,38.0,0,0,8.6625,man,Southampton,True
True,2,female,33.0,1,2,27.75,woman,Southampton,False
True,2,female,23.0,0,0,13.7917,woman,Cherbourg,True
False,3,female,22.0,0,0,9.8375,woman,Southampton,True
False,1,male,,0,0,52.0,man,Southampton,True
False,2,male,34.0,1,0,21.0,man,Southampton,False
False,3,male,29.0,1,0,7.0458,man,Southampton,False
False,3,male,22.0,0,0,7.5208,man,Southampton,True
True,3,female,2.0,0,1,12.2875,child,Southampton,False
False,3,male,9.0,5,2,46.9,child,Southampton,False
False,2,male,,0,0,0.0,man,Southampton,True
False,3,male,50.0,0,0,8.05,man,Southampton,True
True,3,female,63.0,0,0,9.5875,woman,Southampton,True
True,1,male,25.0,1,0,91.0792,man,Cherbourg,False
False,3,female,,3,1,25.4667,woman,Southampton,False
True,1,female,35.0,1,0,90.0,woman,Southampton,False
False,1,male,58.0,0,0,29.7,man,Cherbourg,True
False,3,male,30.0,0,0,8.05,man,Southampton,True
True,3,male,9.0,1,1,15.9,child,Southampton,False
False,3,male,,1,0,19.9667,man,Southampton,False
False,3,male,21.0,0,0,7.25,man,Southampton,True
False,1,male,55.0,0,0,30.5,man,Southampton,True
False,1,male,71.0,0,0,49.5042,man,Cherbourg,True
False,3,male,21.0,0,0,8.05,man,Southampton,True
False,3,male,,0,0,14.4583,man,Cherbourg,True
True,1,female,54.0,1,0,78.2667,woman,Cherbourg,False
False,3,male,,0,0,15.1,man,Southampton,True
False,1,female,25.0,1,2,151.55,woman,Southampton,False
False,3,male,24.0,0,0,7.7958,man,Southampton,True
False,3,male,17.0,0,0,8.6625,man,Southampton,True
False,3,female,21.0,0,0,7.75,woman,Queenstown,True
False,3,female,,0,0,7.6292,woman,Queenstown,True
False,3,female,37.0,0,0,9.5875,woman,Southampton,True
True,1,female,16.0,0,0,86.5,woman,Southampton,True
False,1,male,18.0,1,0,108.9,man,Cherbourg,False
True,2,female,33.0,0,2,26.0,woman,Southampton,False
True,1,male,,0,0,26.55,man,Southampton,True
False,3,male,28.0,0,0,22.525,man,Southampton,True
True,3,male,26.0,0,0,56.4958,man,Southampton,True
True,3,male,29.0,0,0,7.75,man,Queenstown,True
False,3,male,,0,0,8.05,man,Southampton,True
True,1,male,36.0,0,0,26.2875,man,Southampton,True
True,1,female,54.0,1,0,59.4,woman,Cherbourg,False
False,3,male,24.0,0,0,7.4958,man,Southampton,True
False,1,male,47.0,0,0,34.0208,man,Southampton,True
True,2,female,34.0,0,0,10.5,woman,Southampton,True
False,3,male,,0,0,24.15,man,Queenstown,True
True,2,female,36.0,1,0,26.0,woman,Southampton,False
False,3,male,32.0,0,0,7.8958,man,Southampton,True
True,1,female,30.0,0,0,93.5,woman,Southampton,True
False,3,male,22.0,0,0,7.8958,man,Southampton,True
False,3,male,,0,0,7.225,man,Cherbourg,True
True,1,female,44.0,0,1,57.9792,woman,Cherbourg,False
False,3,male,,0,0,7.2292,man,Cherbourg,True
False,3,male,40.5,0,0,7.75,man,Queenstown,True
True,2,female,50.0,0,0,10.5,woman,Southampton,True
False,1,male,,0,0,221.7792,man,Southampton,True
False,3,male,39.0,0,0,7.925,man,Southampton,True
False,2,male,23.0,2,1,11.5,man,Southampton,False
True,2,female,2.0,1,1,26.0,child,Southampton,False
False,3,male,,0,0,7.2292,man,Cherbourg,True
False,3,male,17.0,1,1,7.2292,man,Cherbourg,False
True,3,female,,0,2,22.3583,woman,Cherbourg,False
False,3,female,30.0,0,0,8.6625,woman,Southampton,True
True,2,female,7.0,0,2,26.25,child,Southampton,False
False,1,male,45.0,0,0,26.55,man,Southampton,True
True,1,female,30.0,0,0,106.425,woman,Cherbourg,True
False,3,male,,0,0,14.5,man,Southampton,True
True,1,female,22.0,0,2,49.5,woman,Cherbourg,False
True,1,female,36.0,0,2,71.0,woman,Southampton,False
False,3,female,9.0,4,2,31.275,child,Southampton,False
False,3,female,11.0,4,2,31.275,child,Southampton,False
True,2,male,32.0,1,0,26.0,man,Southampton,False
False,1,male,50.0,1,0,106.425,man,Cherbourg,False
False,1,male,64.0,0,0,26.0,man,Southampton,True
True,2,female,19.0,1,0,26.0,woman,Southampton,False
True,2,male,,0,0,13.8625,man,Cherbourg,True
False,3,male,33.0,1,1,20.525,man,Southampton,False
True,2,male,8.0,1,1,36.75,child,Southampton,False
True,1,male,17.0,0,2,110.8833,man,Cherbourg,False
False,2,male,27.0,0,0,26.0,man,Southampton,True
False,3,male,,0,0,7.8292,man,Queenstown,True
True,3,male,22.0,0,0,7.225,man,Cherbourg,True
True,3,female,22.0,0,0,7.775,woman,Southampton,True
False,1,male,62.0,0,0,26.55,man,Southampton,True
True,1,female,48.0,1,0,39.6,woman,Cherbourg,False
False,1,male,,0,0,227.525,man,Cherbourg,True
True,1,female,39.0,1,1,79.65,woman,Southampton,False
True,3,female,36.0,1,0,17.4,woman,Southampton,False
False,3,male,,0,0,7.75,man,Queenstown,True
False,3,male,40.0,0,0,7.8958,man,Southampton,True
False,2,male,28.0,0,0,13.5,man,Southampton,True
False,3,male,,0,0,8.05,man,Southampton,True
False,3,female,,0,0,8.05,woman,Southampton,True
False,3,male,24.0,2,0,24.15,man,Southampton,False
False,3,male,19.0,0,0,7.8958,man,Southampton,True
False,3,female,29.0,0,4,21.075,woman,Southampton,False
False,3,male,,0,0,7.2292,man,Cherbourg,True
True,3,male,32.0,0,0,7.8542,man,Southampton,True
True,2,male,62.0,0,0,10.5,man,Southampton,True
True,1,female,53.0,2,0,51.4792,woman,Southampton,False
True,1,male,36.0,0,0,26.3875,man,Southampton,True
True,3,female,,0,0,7.75,woman,Queenstown,True
False,3,male,16.0,0,0,8.05,man,Southampton,True
False,3,male,19.0,0,0,14.5,man,Southampton,True
True,2,female,34.0,0,0,13.0,woman,Southampton,True
True,1,female,39.0,1,0,55.9,woman,Southampton,False
False,3,female,,1,0,14.4583,woman,Cherbourg,False
True,3,male,32.0,0,0,7.925,man,Southampton,True
True,2,female,25.0,1,1,30.0,woman,Southampton,False
True,1,female,39.0,1,1,110.8833,woman,Cherbourg,False
False,2,male,54.0,0,0,26.0,man,Southampton,True
False,1,male,36.0,0,0,40.125,man,Cherbourg,True
False,3,male,,0,0,8.7125,man,Cherbourg,True
True,1,female,18.0,0,2,79.65,woman,Southampton,False
False,2,male,47.0,0,0,15.0,man,Southampton,True
True,1,male,60.0,1,1,79.2,man,Cherbourg,False
False,3,male,22.0,0,0,8.05,man,Southampton,True
False,3,male,,0,0,8.05,man,Southampton,True
False,3,male,35.0,0,0,7.125,man,Southampton,True
True,1,female,52.0,1,0,78.2667,woman,Cherbourg,False
False,3,male,47.0,0,0,7.25,man,Southampton,True
False,3,female,,0,2,7.75,woman,Queenstown,False
False,2,male,37.0,1,0,26.0,man,Southampton,False
False,3,male,36.0,1,1,24.15,man,Southampton,False
True,2,female,,0,0,33.0,woman,Southampton,True
False,3,male,49.0,0,0,0.0,man,Southampton,True
False,3,male,,0,0,7.225,man,Cherbourg,True
True,1,male,49.0,1,0,56.9292,man,Cherbourg,False
True,2,female,24.0,2,1,27.0,woman,Southampton,False
False,3,male,,0,0,7.8958,man,Southampton,True
False,1,male,,0,0,42.4,man,Southampton,True
False,3,male,44.0,0,0,8.05,man,Southampton,True
True,1,male,35.0,0,0,26.55,man,Cherbourg,True
False,3,male,36.0,1,0,15.55,man,Southampton,False
False,3,male,30.0,0,0,7.8958,man,Southampton,True
True,1,male,27.0,0,0,30.5,man,Southampton,True
True,2,female,22.0,1,2,41.5792,woman,Cherbourg,False
True,1,female,40.0,0,0,153.4625,woman,Southampton,True
False,3,female,39.0,1,5,31.275,woman,Southampton,False
False,3,male,,0,0,7.05,man,Southampton,True
True,3,female,,1,0,15.5,woman,Queenstown,False
False,3,male,,0,0,7.75,man,Queenstown,True
False,3,male,35.0,0,0,8.05,man,Southampton,True
True,2,female,24.0,1,2,65.0,woman,Southampton,False
False,3,male,34.0,1,1,14.4,man,Southampton,False
False,3,female,26.0,1,0,16.1,woman,Southampton,False
True,2,female,4.0,2,1,39.0,child,Southampton,False
False,2,male,26.0,0,0,10.5,man,Southampton,True
False,3,male,27.0,1,0,14.4542,man,Cherbourg,False
True,1,male,42.0,1,0,52.5542,man,Southampton,False
True,3,male,20.0,1,1,15.7417,man,Cherbourg,False
False,3,male,21.0,0,0,7.8542,man,Southampton,True
False,3,male,21.0,0,0,16.1,man,Southampton,True
False,1,male,61.0,0,0,32.3208,man,Southampton,True
False,2,male,57.0,0,0,12.35,man,Queenstown,True
True,1,female,21.0,0,0,77.9583,woman,Southampton,True
False,3,male,26.0,0,0,7.8958,man,Southampton,True
False,3,male,,0,0,7.7333,man,Queenstown,True
True,1,male,80.0,0,0,30.0,man,Southampton,True
False,3,male,51.0,0,0,7.0542,man,Southampton,True
True,1,male,32.0,0,0,30.5,man,Cherbourg,True
False,1,male,,0,0,0.0,man,Southampton,True
False,3,female,9.0,3,2,27.9,child,Southampton,False
True,2,female,28.0,0,0,13.0,woman,Southampton,True
False,3,male,32.0,0,0,7.925,man,Southampton,True
False,2,male,31.0,1,1,26.25,man,Southampton,False
False,3,female,41.0,0,5,39.6875,woman,Southampton,False
False,3,male,,1,0,16.1,man,Southampton,False
False,3,male,20.0,0,0,7.8542,man,Southampton,True
True,1,female,24.0,0,0,69.3,woman,Cherbourg,True
False,3,female,2.0,3,2,27.9,child,Southampton,False
True,3,male,,0,0,56.4958,man,Southampton,True
True,3,female,0.75,2,1,19.2583,child,Cherbourg,False
True,1,male,48.0,1,0,76.7292,man,Cherbourg,False
False,3,male,19.0,0,0,7.8958,man,Southampton,True
True,1,male,56.0,0,0,35.5,man,Cherbourg,True
False,3,male,,0,0,7.55,man,Southampton,True
True,3,female,23.0,0,0,7.55,woman,Southampton,True
False,3,male,,0,0,7.8958,man,Southampton,True
True,2,female,18.0,0,1,23.0,woman,Southampton,False
False,3,male,21.0,0,0,8.4333,man,Southampton,True
True,3,female,,0,0,7.8292,woman,Queenstown,True
False,3,female,18.0,0,0,6.75,woman,Queenstown,True
False,2,male,24.0,2,0,73.5,man,Southampton,False
False,3,male,,0,0,7.8958,man,Southampton,True
False,3,female,32.0,1,1,15.5,woman,Queenstown,False
False,2,male,23.0,0,0,13.0,man,Southampton,True
False,1,male,58.0,0,2,113.275,man,Cherbourg,False
True,1,male,50.0,2,0,133.65,man,Southampton,False
False,3,male,40.0,0,0,7.225,man,Cherbourg,True
False,1,male,47.0,0,0,25.5875,man,Southampton,True
False,3,male,36.0,0,0,7.4958,man,Southampton,True
True,3,male,20.0,1,0,7.925,man,Southampton,False
False,2,male,32.0,2,0,73.5,man,Southampton,False
False,2,male,25.0,0,0,13.0,man,Southampton,True
False,3,male,,0,0,7.775,man,Southampton,True
False,3,male,43.0,0,0,8.05,man,Southampton,True
True,1,female,,1,0,52.0,woman,Southampton,False
True,2,female,40.0,1,1,39.0,woman,Southampton,False
False,1,male,31.0,1,0,52.0,man,Southampton,False
False,2,male,70.0,0,0,10.5,man,Southampton,True
True,2,male,31.0,0,0,13.0,man,Southampton,True
False,2,male,,0,0,0.0,man,Southampton,True
False,3,male,18.0,0,0,7.775,man,Southampton,True
False,3,male,24.5,0,0,8.05,man,Southampton,True
True,3,female,18.0,0,0,9.8417,woman,Southampton,True
False,3,female,43.0,1,6,46.9,woman,Southampton,False
True,1,male,36.0,0,1,512.3292,man,Cherbourg,False
False,3,female,,0,0,8.1375,woman,Queenstown,True
True,1,male,27.0,0,0,76.7292,man,Cherbourg,True
False,3,male,20.0,0,0,9.225,man,Southampton,True
False,3,male,14.0,5,2,46.9,child,Southampton,False
False,2,male,60.0,1,1,39.0,man,Southampton,False
False,2,male,25.0,1,2,41.5792,man,Cherbourg,False
False,3,male,14.0,4,1,39.6875,child,Southampton,False
False,3,male,19.0,0,0,10.1708,man,Southampton,True
False,3,male,18.0,0,0,7.7958,man,Southampton,True
True,1,female,15.0,0,1,211.3375,child,Southampton,False
True,1,male,31.0,1,0,57.0,man,Southampton,False
True,3,female,4.0,0,1,13.4167,child,Cherbourg,False
True,3,male,,0,0,56.4958,man,Southampton,True
False,3,male,25.0,0,0,7.225,man,Cherbourg,True
False,1,male,60.0,0,0,26.55,man,Southampton,True
False,2,male,52.0,0,0,13.5,man,Southampton,True
False,3,male,44.0,0,0,8.05,man,Southampton,True
True,3,female,,0,0,7.7333,woman,Queenstown,True
False,1,male,49.0,1,1,110.8833,man,Cherbourg,False
False,3,male,42.0,0,0,7.65,man,Southampton,True
True,1,female,18.0,1,0,227.525,woman,Cherbourg,False
True,1,male,35.0,0,0,26.2875,man,Southampton,True
False,3,female,18.0,0,1,14.4542,woman,Cherbourg,False
False,3,male,25.0,0,0,7.7417,man,Queenstown,True
False,3,male,26.0,1,0,7.8542,man,Southampton,False
False,2,male,39.0,0,0,26.0,man,Southampton,True
True,2,female,45.0,0,0,13.5,woman,Southampton,True
True,1,male,42.0,0,0,26.2875,man,Southampton,True
True,1,female,22.0,0,0,151.55,woman,Southampton,True
True,3,male,,1,1,15.2458,man,Cherbourg,False
True,1,female,24.0,0,0,49.5042,woman,Cherbourg,True
False,1,male,,0,0,26.55,man,Southampton,True
True,1,male,48.0,1,0,52.0,man,Southampton,False
False,3,male,29.0,0,0,9.4833,man,Southampton,True
False,2,male,52.0,0,0,13.0,man,Southampton,True
False,3,male,19.0,0,0,7.65,man,Southampton,True
True,1,female,38.0,0,0,227.525,woman,Cherbourg,True
True,2,female,27.0,0,0,10.5,woman,Southampton,True
False,3,male,,0,0,15.5,man,Queenstown,True
False,3,male,33.0,0,0,7.775,man,Southampton,True
True,2,female,6.0,0,1,33.0,child,Southampton,False
False,3,male,17.0,1,0,7.0542,man,Southampton,False
False,2,male,34.0,0,0,13.0,man,Southampton,True
False,2,male,50.0,0,0,13.0,man,Southampton,True
True,1,male,27.0,1,0,53.1,man,Southampton,False
False,3,male,20.0,0,0,8.6625,man,Southampton,True
True,2,female,30.0,3,0,21.0,woman,Southampton,False
True,3,female,,0,0,7.7375,woman,Queenstown,True
False,2,male,25.0,1,0,26.0,man,Southampton,False
False,3,female,25.0,1,0,7.925,woman,Southampton,False
True,1,female,29.0,0,0,211.3375,woman,Southampton,True
False,3,male,11.0,0,0,18.7875,child,Cherbourg,True
False,2,male,,0,0,0.0,man,Southampton,True
False,2,male,23.0,0,0,13.0,man,Southampton,True
False,2,male,23.0,0,0,13.0,man,Southampton,True
False,3,male,28.5,0,0,16.1,man,Southampton,True
False,3,female,48.0,1,3,34.375,woman,Southampton,False
True,1,male,35.0,0,0,512.3292,man,Cherbourg,True
False,3,male,,0,0,7.8958,man,Southampton,True
False,3,male,,0,0,7.8958,man,Southampton,True
True,1,male,,0,0,30.0,man,Southampton,True
False,1,male,36.0,1,0,78.85,man,Southampton,False
True,1,female,21.0,2,2,262.375,woman,Cherbourg,False
False,3,male,24.0,1,0,16.1,man,Southampton,False
True,3,male,31.0,0,0,7.925,man,Southampton,True
False,1,male,70.0,1,1,71.0,man,Southampton,False
False,3,male,16.0,1,1,20.25,man,Southampton,False
True,2,female,30.0,0,0,13.0,woman,Southampton,True
False,1,male,19.0,1,0,53.1,man,Southampton,False
False,3,male,31.0,0,0,7.75,man,Queenstown,True
True,2,female,4.0,1,1,23.0,child,Southampton,False
True,3,male,6.0,0,1,12.475,child,Southampton,False
False,3,male,33.0,0,0,9.5,man,Southampton,True
False,3,male,23.0,0,0,7.8958,man,Southampton,True
True,2,female,48.0,1,2,65.0,woman,Southampton,False
True,2,male,0.67,1,1,14.5,child,Southampton,False
False,3,male,28.0,0,0,7.7958,man,Southampton,True
False,2,male,18.0,0,0,11.5,man,Southampton,True
False,3,male,34.0,0,0,8.05,man,Southampton,True
True,1,female,33.0,0,0,86.5,woman,Southampton,True
False,3,male,,0,0,14.5,man,Southampton,True
False,3,male,41.0,0,0,7.125,man,Southampton,True
True,3,male,20.0,0,0,7.2292,man,Cherbourg,True
True,1,female,36.0,1,2,120.0,woman,Southampton,False
False,3,male,16.0,0,0,7.775,man,Southampton,True
True,1,female,51.0,1,0,77.9583,woman,Southampton,False
False,1,male,,0,0,39.6,man,Cherbourg,True
False,3,female,30.5,0,0,7.75,woman,Queenstown,True
False,3,male,,1,0,24.15,man,Queenstown,False
False,3,male,32.0,0,0,8.3625,man,Southampton,True
False,3,male,24.0,0,0,9.5,man,Southampton,True
False,3,male,48.0,0,0,7.8542,man,Southampton,True
False,2,female,57.0,0,0,10.5,woman,Southampton,True
False,3,male,,0,0,7.225,man,Cherbourg,True
True,2,female,54.0,1,3,23.0,woman,Southampton,False
False,3,male,18.0,0,0,7.75,man,Southampton,True
False,3,male,,0,0,7.75,man,Queenstown,True
True,3,female,5.0,0,0,12.475,child,Southampton,True
False,3,male,,0,0,7.7375,man,Queenstown,True
True,1,female,43.0,0,1,211.3375,woman,Southampton,False
True,3,female,13.0,0,0,7.2292,child,Cherbourg,True
True,1,female,17.0,1,0,57.0,woman,Southampton,False
False,1,male,29.0,0,0,30.0,man,Southampton,True
False,3,male,,1,2,23.45,man,Southampton,False
False,3,male,25.0,0,0,7.05,man,Southampton,True
False,3,male,25.0,0,0,7.25,man,Southampton,True
True,3,female,18.0,0,0,7.4958,woman,Southampton,True
False,3,male,8.0,4,1,29.125,child,Queenstown,False
True,3,male,1.0,1,2,20.575,child,Southampton,False
False,1,male,46.0,0,0,79.2,man,Cherbourg,True
False,3,male,,0,0,7.75,man,Queenstown,True
False,2,male,16.0,0,0,26.0,man,Southampton,True
False,3,female,,8,2,69.55,woman,Southampton,False
False,1,male,,0,0,30.6958,man,Cherbourg,True
False,3,male,25.0,0,0,7.8958,man,Southampton,True
False,2,male,39.0,0,0,13.0,man,Southampton,True
True,1,female,49.0,0,0,25.9292,woman,Southampton,True
True,3,female,31.0,0,0,8.6833,woman,Southampton,True
False,3,male,30.0,0,0,7.2292,man,Cherbourg,True
False,3,female,30.0,1,1,24.15,woman,Southampton,False
False,2,male,34.0,0,0,13.0,man,Southampton,True
True,2,female,31.0,1,1,26.25,woman,Southampton,False
True,1,male,11.0,1,2,120.0,child,Southampton,False
True,3,male,0.42,0,1,8.5167,child,Cherbourg,False
True,3,male,27.0,0,0,6.975,man,Southampton,True
False,3,male,31.0,0,0,7.775,man,Southampton,True
False,1,male,39.0,0,0,0.0,man,Southampton,True
False,3,female,18.0,0,0,7.775,woman,Southampton,True
False,2,male,39.0,0,0,13.0,man,Southampton,True
True,1,female,33.0,1,0,53.1,woman,Southampton,False
False,3,male,26.0,0,0,7.8875,man,Southampton,True
False,3,male,39.0,0,0,24.15,man,Southampton,True
False,2,male,35.0,0,0,10.5,man,Southampton,True
False,3,female,6.0,4,2,31.275,child,Southampton,False
False,3,male,30.5,0,0,8.05,man,Southampton,True
False,1,male,,0,0,0.0,man,Southampton,True
False,3,female,23.0,0,0,7.925,woman,Southampton,True
False,2,male,31.0,1,1,37.0042,man,Cherbourg,False
False,3,male,43.0,0,0,6.45,man,Southampton,True
False,3,male,10.0,3,2,27.9,child,Southampton,False
True,1,female,52.0,1,1,93.5,woman,Southampton,False
True,3,male,27.0,0,0,8.6625,man,Southampton,True
False,1,male,38.0,0,0,0.0,man,Southampton,True
True,3,female,27.0,0,1,12.475,woman,Southampton,False
False,3,male,2.0,4,1,39.6875,child,Southampton,False
False,3,male,,0,0,6.95,man,Queenstown,True
False,3,male,,0,0,56.4958,man,Southampton,True
True,2,male,1.0,0,2,37.0042,child,Cherbourg,False
True,3,male,,0,0,7.75,man,Queenstown,True
True,1,female,62.0,0,0,80.0,woman,,True
True,3,female,15.0,1,0,14.4542,child,Cherbourg,False
True,2,male,0.83,1,1,18.75,child,Southampton,False
False,3,male,,0,0,7.2292,man,Cherbourg,True
False,3,male,23.0,0,0,7.8542,man,Southampton,True
False,3,male,18.0,0,0,8.3,man,Southampton,True
True,1,female,39.0,1,1,83.1583,woman,Cherbourg,False
False,3,male,21.0,0,0,8.6625,man,Southampton,True
False,3,male,,0,0,8.05,man,Southampton,True
True,3,male,32.0,0,0,56.4958,man,Southampton,True
True,1,male,,0,0,29.7,man,Cherbourg,True
False,3,male,20.0,0,0,7.925,man,Southampton,True
False,2,male,16.0,0,0,10.5,man,Southampton,True
True,1,female,30.0,0,0,31.0,woman,Cherbourg,True
False,3,male,34.5,0,0,6.4375,man,Cherbourg,True
False,3,male,17.0,0,0,8.6625,man,Southampton,True
False,3,male,42.0,0,0,7.55,man,Southampton,True
False,3,male,,8,2,69.55,man,Southampton,False
False,3,male,35.0,0,0,7.8958,man,Cherbourg,True
False,2,male,28.0,0,1,33.0,man,Southampton,False
True,1,female,,1,0,89.1042,woman,Cherbourg,False
False,3,male,4.0,4,2,31.275,child,Southampton,False
False,3,male,74.0,0,0,7.775,man,Southampton,True
False,3,female,9.0,1,1,15.2458,child,Cherbourg,False
True,1,female,16.0,0,1,39.4,woman,Southampton,False
False,2,female,44.0,1,0,26.0,woman,Southampton,False
True,3,female,18.0,0,1,9.35,woman,Southampton,False
True,1,female,45.0,1,1,164.8667,woman,Southampton,False
True,1,male,51.0,0,0,26.55,man,Southampton,True
True,3,female,24.0,0,3,19.2583,woman,Cherbourg,False
False,3,male,,0,0,7.2292,man,Cherbourg,True
False,3,male,41.0,2,0,14.1083,man,Southampton,False
False,2,male,21.0,1,0,11.5,man,Southampton,False
True,1,female,48.0,0,0,25.9292,woman,Southampton,True
False,3,female,,8,2,69.55,woman,Southampton,False
False,2,male,24.0,0,0,13.0,man,Southampton,True
True,2,female,42.0,0,0,13.0,woman,Southampton,True
True,2,female,27.0,1,0,13.8583,woman,Cherbourg,False
False,1,male,31.0,0,0,50.4958,man,Southampton,True
False,3,male,,0,0,9.5,man,Southampton,True
True,3,male,4.0,1,1,11.1333,child,Southampton,False
False,3,male,26.0,0,0,7.8958,man,Southampton,True
True,1,female,47.0,1,1,52.5542,woman,Southampton,False
False,1,male,33.0,0,0,5.0,man,Southampton,True
False,3,male,47.0,0,0,9.0,man,Southampton,True
True,2,female,28.0,1,0,24.0,woman,Cherbourg,False
True,3,female,15.0,0,0,7.225,child,Cherbourg,True
False,3,male,20.0,0,0,9.8458,man,Southampton,True
False,3,male,19.0,0,0,7.8958,man,Southampton,True
False,3,male,,0,0,7.8958,man,Southampton,True
True,1,female,56.0,0,1,83.1583,woman,Cherbourg,False
True,2,female,25.0,0,1,26.0,woman,Southampton,False
False,3,male,33.0,0,0,7.8958,man,Southampton,True
False,3,female,22.0,0,0,10.5167,woman,Southampton,True
False,2,male,28.0,0,0,10.5,man,Southampton,True
False,3,male,25.0,0,0,7.05,man,Southampton,True
False,3,female,39.0,0,5,29.125,woman,Queenstown,False
False,2,male,27.0,0,0,13.0,man,Southampton,True
True,1,female,19.0,0,0,30.0,woman,Southampton,True
False,3,female,,1,2,23.45,woman,Southampton,False
True,1,male,26.0,0,0,30.0,man,Cherbourg,True
False,3,male,32.0,0,0,7.75,man,Queenstown,True
